Rank	Score	Type	ID	Name	Description
3024	0	cp	BRD-K79090631	CGP-60474	CDK inhibitor
3025	0	cp	BRD-K76908866	CP-724714	EGFR inhibitor
3026	0	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
3027	0	cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor
3028	0	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
3029	0	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
3030	0	cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor
3031	0	cp	BRD-K64310881	MW-STK33-3B	Potassium channel activator
3032	0	cp	BRD-A74771556	nikkomycin	Chitin inhibitor
3033	0	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
3034	0	cp	BRD-K51066026	aminoindazole	Ionophore
3035	0	cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor
3036	0	cp	BRD-K34437622	BRD-K34437622	Thymidylate synthase inhibitor
3037	0	cp	BRD-K51941867	LM-1685	Cyclooxygenase inhibitor
3038	0	cp	BRD-K61993165	niacin	NAD precursor with lipid lowering effects
3039	0	cp	BRD-K40619305	larixinic-acid	Compound that interacts with metal centers
3040	0	cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor
3041	0	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
3042	0	cp	BRD-K32795028	1-benzylimidazole	Thromboxane synthase inhibitor
3043	0	cp	BRD-U82589721	HG-5-113-01	Protein kinase inhibitor
3044	0	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
3045	0	cp	BRD-U37049823	HG-6-64-01	RAF inhibitor
3046	0	cp	BRD-K74761218	WT-171	HDAC inhibitor
3047	0	cp	BRD-K72264770	QW-BI-011	Histone lysine methyltransferase inhibitor
3048	0	cp	BRD-K65910366	KUC103904N	-666
3049	0	cp	BRD-K64835161	BRD-K64835161	-666
3050	0	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
3051	0	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
3052	0	cp	BRD-K34508425	KUC103898N	-666
3053	0	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
3054	0	cp	BRD-K13810148	givinostat	HDAC inhibitor
3055	0	cp	BRD-A71009679	KUC103420N	-666
3056	0	cp	BRD-K94144010	cotinine	Nicotine metabolite
3057	0	cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist
3058	0	cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist
3059	0	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
3060	0	cp	BRD-A84702196	penicillin	Bacterial cell wall synthesis inhibitor
3061	0	cp	BRD-K02992638	lamivudine	Nucleoside reverse transcriptase inhibitor
3062	0	cp	BRD-A10070317	propranolol	Adrenergic receptor antagonist
3063	0	cp	BRD-A74500471	ethambutol	Bacterial cell wall synthesis inhibitor
3064	0	cp	BRD-A67981824	cefotaxime	Bacterial cell wall synthesis inhibitor
3065	0	cp	BRD-K76907295	VU-0418947-2	HIF modulator
3066	0	cp	BRD-A52172093	VU-0413807-2	Calcium channel blocker
3067	0	cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist
3068	0	cp	BRD-K36153907	KU-C103885	Cystic fibrosis transmembrane conductance regulator inhibitor
3069	0	cp	BRD-A82096673	KU-C103428N	CDC inhibitor
3070	0	cp	BRD-K91442916	CAM-9-026	Membrane metalloendopeptidase inhibitor
3071	0	cp	BRD-A71657825	2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	Matrix metalloprotease inhibitor
3072	0	cp	BRD-K51302260	KU-C103871	GSP agonist
3073	0	cp	BRD-K11540476	EMF-BCA1-64	Caspase inhibitor
3074	0	cp	BRD-K04853698	LDN-193189	Serine/threonine kinase inhibitor
3075	0	cp	BRD-A01145011	zebularine	DNA methyltransferase inhibitor
3076	0	cp	BRD-A15079084	phorbol-12-myristate-13-acetate	PKC activator
3077	0	cp	BRD-A76279427	myriocin	Serine palmitoyltransferase inhibitor
3078	0	cp	BRD-A79465854	auranofin	NFkB pathway inhibitor
3079	0	cp	BRD-A47829399	artesunate	DNA synthesis inhibitor
3080	0	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
3081	0	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
3082	0	cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor
3083	0	cp	BRD-K02526760	QS-11	ARFGAP inhibitor
3084	0	cp	BRD-A73680854	PT-630	Dipeptidyl peptidase inhibitor
3085	0	cp	BRD-K30677119	PP-30	RAF inhibitor
3086	0	cp	BRD-K99818283	PIK-90	PI3K inhibitor
3087	0	cp	BRD-K67868012	PI-103	MTOR inhibitor
3088	0	cp	BRD-K06792661	narciclasine	Coflilin signaling pathway activator
3089	0	cp	BRD-K19894101	MST-312	Telomerase inhibitor
3090	0	cp	BRD-K16406336	methylene-blue	Guanylyl cyclase inhibitor
3091	0	cp	BRD-K19796430	erismodegib	Smoothened receptor antagonist
3092	0	cp	BRD-A52650764	ingenol	PKC activator
3093	0	cp	BRD-A02481876	importazole	Importin-beta transport receptor inhibitor
3094	0	cp	BRD-K86191271	cytosporone-b	NUR77 receptor agonist
3095	0	cp	BRD-K40892394	AR-C133057XX	Nitric oxide synthase inhibitor
3096	0	cp	BRD-K74402642	NSC-632839	Ubiquitin specific protease inhibitor
3097	0	cp	BRD-K34581968	BMS-536924	IGF-1 inhibitor
3098	0	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
3099	0	cp	BRD-K28296557	AKT-inhibitor-IV	AKT inhibitor
3100	0	cp	BRD-K99696746	fatostatin	SREBP inhibitor
3101	0	cp	BRD-K93095519	SJ-172550	MDM inhibitor
3102	0	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
3103	0	cp	BRD-K66792149	quinoclamine	Algicide
3104	0	cp	BRD-K28907958	CD-437	Retinoid receptor agonist
3105	0	cp	BRD-A36630025	SN-38	Topoisomerase inhibitor
3106	0	cp	BRD-K17705806	JTC-801	Opioid receptor antagonist
3107	0	cp	BRD-K43797669	genistein	Tyrosine kinase inhibitor
3108	0	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
3109	0	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
3110	0	cp	BRD-K36965586	m-chlorophenylbiguanide	Serotonin receptor agonist
3111	0	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
3112	0	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
3113	0	cp	BRD-A31801025	formestane	Aromatase inhibitor
3114	0	cp	BRD-K97509413	coumestrol	Estrogen receptor agonist
3115	0	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
3116	0	cp	BRD-K63606607	bufalin	ATPase inhibitor
3117	0	cp	BRD-A41301928	bongkrek-acid	Mitochondrial ADP, ATP translocase inhibitor
3118	0	cp	BRD-K28761384	zuclopenthixol	Dopamine receptor antagonist
3119	0	cp	BRD-K92446736	zatebradine	HCN channel blocker
3120	0	cp	BRD-K12516989	zaprinast	Phosphodiesterase inhibitor
3121	0	cp	BRD-K19605405	ZM-241385	Adenosine receptor antagonist
3122	0	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
3123	0	cp	BRD-K18678457	ZD-7288	HCN channel blocker
3124	0	cp	BRD-K11373525	ZD-7155	Angiotensin receptor antagonist
3125	0	cp	BRD-K64157027	ZD-2079	Adrenergic receptor agonist
3126	0	cp	BRD-K15935639	z-leu3-VS	Proteasome inhibitor
3127	0	cp	BRD-K06208435	YS-035	Calcium channel blocker
3128	0	cp	BRD-K60476892	YC-1	Guanylyl cyclase activator
3129	0	cp	BRD-K12260308	xanthoxyline	Antifungal
3130	0	cp	BRD-K26669427	WR-216174	PFMRK inhibitor
3131	0	cp	BRD-A20968261	WAY-213613	Glutamate inhibitor
3132	0	cp	BRD-K68341547	W-9	Calmodulin antagonist
3133	0	cp	BRD-K90259198	W-7	Calmodulin antagonist
3134	0	cp	BRD-K45068323	W-13	Calmodulin antagonist
3135	0	cp	BRD-A41941932	vitexin	Antioxidant
3136	0	cp	BRD-K53318339	vinpocetine	Phosphodiesterase inhibitor
3137	0	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
3138	0	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
3139	0	cp	BRD-K50325075	UCL-2077	Slow after hyperpolarization channel blocker
3140	0	cp	BRD-A14574269	UB-165	Acetylcholine receptor agonist
3141	0	cp	BRD-K18757346	U-46619	Thromboxane receptor agonist
3142	0	cp	BRD-K18787491	U-0126	MEK inhibitor
3143	0	cp	BRD-K19533706	tranilast	Angiogenesis inhibitor
3144	0	cp	BRD-K34154330	tracazolate	GABA receptor modulator
3145	0	cp	BRD-A11605036	thiocolchicoside	GABA receptor antagonist
3146	0	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
3147	0	cp	BRD-K96778649	tyrphostin-47	EGFR inhibitor
3148	0	cp	BRD-K54790157	trioxsalen	DNA synthesis inhibitor
3149	0	cp	BRD-A01295252	trans-7-hydroxy-pipat	Dopamine receptor ligand
3150	0	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
3151	0	cp	BRD-K62221994	T-98475	Gonadotropin releasing factor hormone receptor antagonist
3152	0	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
3153	0	cp	BRD-K68332390	ponalrestat	Aldose reductase inhibitor
3154	0	cp	BRD-K97330509	SRC-kinase-inhibitor-II	SRC inhibitor
3155	0	cp	BRD-K70881766	solanine	Acetylcholinesterase inhibitor
3156	0	cp	BRD-K22503835	scriptaid	HDAC inhibitor
3157	0	cp	BRD-K62609077	scoulerine	Adrenergic receptor antagonist
3158	0	cp	BRD-A70649075	sulconazole	Sterol demethylase inhibitor
3159	0	cp	BRD-K35430135	SR-59230A	Adrenergic receptor antagonist
3160	0	cp	BRD-K35629949	SR-27897	CCK receptor antagonist
3161	0	cp	BRD-A56987319	SQ-22536	Adenylyl cyclase inhibitor
3162	0	cp	BRD-K01567962	pyrazolanthrone	JNK inhibitor
3163	0	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
3164	0	cp	BRD-A09828896	SKF-81297	Dopamine receptor agonist
3165	0	cp	BRD-A64227845	SKF-77434	Dopamine receptor agonist
3166	0	cp	BRD-K73824630	skatole	Thrombin inhibitor
3167	0	cp	BRD-K84996949	sinensetin	Cyclooxygenase inhibitor
3168	0	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
3169	0	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
3170	0	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
3171	0	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
3172	0	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
3173	0	cp	BRD-K26373640	IKK-2-inhibitor	IKK inhibitor
3174	0	cp	BRD-K14767410	SC-560	Cyclooxygenase inhibitor
3175	0	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
3176	0	cp	BRD-K59331372	SB-366791	TRPV antagonist
3177	0	cp	BRD-K41567364	SB-334867	Orexin receptor antagonist
3178	0	cp	BRD-K04414442	SB-222200	Tachykinin antagonist
3179	0	cp	BRD-A22707317	SB-205384	GABA receptor modulator
3180	0	cp	BRD-K54330070	SB-202190	p38 MAPK inhibitor
3181	0	cp	BRD-K83637872	SANT-1	Smoothened receptor antagonist
3182	0	cp	BRD-K14965640	ibuprofen	Cyclooxygenase inhibitor
3183	0	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
3184	0	cp	BRD-K05901394	terguride	Dopamine receptor agonist
3185	0	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
3186	0	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
3187	0	cp	BRD-A49370193	RO-60-0175	Serotonin receptor agonist
3188	0	cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist
3189	0	cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist
3190	0	cp	BRD-K32755366	reserpic-acid	Norepinephrine transporter inhibitor
3191	0	cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist
3192	0	cp	BRD-K20714604	RS-56812	Serotonin receptor partial agonist
3193	0	cp	BRD-K87510569	RS-504393	CC chemokine receptor antagonist
3194	0	cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist
3195	0	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
3196	0	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
3197	0	cp	BRD-K21853356	RG-14620	EGFR inhibitor
3198	0	cp	BRD-K82688027	RG-13022	PDGFR receptor inhibitor
3199	0	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
3200	0	cp	BRD-K15588452	R-96544	Serotonin receptor antagonist
3201	0	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
3202	0	cp	BRD-K80970344	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor
3203	0	cp	BRD-A19053259	pseudopelletierine	Anthelmintic
3204	0	cp	BRD-K26521938	dinoprostone	Prostanoid receptor agonist
3205	0	cp	BRD-A22684332	procaterol	Adrenergic receptor agonist
3206	0	cp	BRD-K60511616	pravastatin	HMGCR inhibitor
3207	0	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
3208	0	cp	BRD-A37817666	picrotoxin	GABA receptor antagonist
3209	0	cp	BRD-K67277431	picotamide	Thromboxane receptor antagonist
3210	0	cp	BRD-K68873215	phosphodiesterase-V-inhibitor-II	Phosphodiesterase inhibitor
3211	0	cp	BRD-K11399644	phenformin	AMPK activator
3212	0	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
3213	0	cp	BRD-A28970875	puromycin	Protein synthesis inhibitor
3214	0	cp	BRD-K97863768	prothionamide	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor
3215	0	cp	BRD-K82865713	prostaglandin-b2	cAMP inhibitor
3216	0	cp	BRD-K67537649	PQ-401	IGF-1 inhibitor
3217	0	cp	BRD-K00312224	PPT	Estrogen receptor agonist
3218	0	cp	BRD-K16977723	PP-3	EGFR inhibitor
3219	0	cp	BRD-K47598052	PP-1	SRC inhibitor
3220	0	cp	BRD-K71731651	PNU-120596	Acetylcholine receptor agonist
3221	0	cp	BRD-K94689771	pinocembrin	CYP1B1 inhibitor
3222	0	cp	BRD-A43882281	pinacidil	ATP channel activator
3223	0	cp	BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor
3224	0	cp	BRD-K95435023	PHA-665752	c-Met inhibitor
3225	0	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
3226	0	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
3227	0	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
3228	0	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
3229	0	cp	BRD-K48029790	OBAA	Phospholipase inhibitor
3230	0	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
3231	0	cp	BRD-K27351809	nomegestrol	Progesterone receptor agonist
3232	0	cp	BRD-A66927094	nemonapride	Dopamine receptor antagonist
3233	0	cp	BRD-A82656074	naltrindole	Opioid receptor antagonist
3234	0	cp	BRD-K10136726	tosyllysyl-chloromethyl-ketone	Chymotrypsin inhibitor
3235	0	cp	BRD-A94413429	NTNCB	Neuropeptide receptor antagonist
3236	0	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
3237	0	cp	BRD-A00758722	noretynodrel	Progestogen hormone
3238	0	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
3239	0	cp	BRD-K88625236	nonoxynol-9	Membrane integrity inhibitor
3240	0	cp	BRD-K06753942	nobiletin	MEK inhibitor
3241	0	cp	BRD-K42221274	NNC-711	GAT inhibitor
3242	0	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
3243	0	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
3244	0	cp	BRD-K61177364	NBI-27914	CRF receptor antagonist
3245	0	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
3246	0	cp	BRD-K69195780	NAN-190	Serotonin receptor agonist
3247	0	cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication
3248	0	cp	BRD-K06024458	n-arachidonyl-GABA	cannabinoid receptor agonist
3249	0	cp	BRD-K44899736	RO-16-6941	Monoamine oxidase inhibitor
3250	0	cp	BRD-K40990712	hexamethyleneamiloride	Sodium/hydrogen antiport inhibitor
3251	0	cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist
3252	0	cp	BRD-A78377521	monastrol	Kinesin-like spindle protein inhibitor
3253	0	cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist
3254	0	cp	BRD-A32164164	methyllycaconitine	Acetylcholine receptor antagonist
3255	0	cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist
3256	0	cp	BRD-K92428153	mycophenolate-mofetil	Dehydrogenase inhibitor
3257	0	cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor
3258	0	cp	BRD-A99449986	MT-21	Caspase activator
3259	0	cp	BRD-A32949107	MRS-1845	Calcium channel blocker
3260	0	cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist
3261	0	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
3262	0	cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor
3263	0	cp	BRD-A41145729	methoprene-acid	Retinoid receptor agonist
3264	0	cp	BRD-A14798026	mestranol	Estrogen receptor agonist
3265	0	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
3266	0	cp	BRD-K43245338	MDL-28170	Calpain inhibitor
3267	0	cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist
3268	0	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
3269	0	cp	BRD-K28137194	loreclezole	GABA receptor agonist
3270	0	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
3271	0	cp	BRD-K93460210	lamotrigine	Serotonin receptor antagonist
3272	0	cp	BRD-K92492521	LY-255283	Leukotriene receptor antagonist
3273	0	cp	BRD-A12016240	LY-278584	Serotonin receptor antagonist
3274	0	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
3275	0	cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor
3276	0	cp	BRD-K69763916	LY-341495	Glutamate receptor antagonist
3277	0	cp	BRD-K78637815	LY-320135	Cannabinoid receptor antagonist
3278	0	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
3279	0	cp	BRD-K33396764	alpha-linolenic-acid	Omega 3 fatty acid stimulant
3280	0	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
3281	0	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
3282	0	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
3283	0	cp	BRD-A96882008	L-732138	Tachykinin antagonist
3284	0	cp	BRD-K70241288	L-692585	Growth hormone releasing peptide ligand agonist
3285	0	cp	BRD-K40656405	L-165041	PPAR receptor agonist
3286	0	cp	BRD-A42553870	L-152804	Neuropeptide receptor antagonist
3287	0	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
3288	0	cp	BRD-K89402695	L-655240	Thromboxane receptor antagonist
3289	0	cp	BRD-K49671696	ketanserin	Serotonin receptor antagonist
3290	0	cp	BRD-K37312348	kenpaullone	CDK inhibitor
3291	0	cp	BRD-A31227688	kynuramine	Aryl hydrocarbon receptor activator
3292	0	cp	BRD-A38747044	KU-14R	Imidazoline receptor ligand
3293	0	cp	BRD-A75455249	kavain	Calcium channel modulator
3294	0	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
3295	0	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
3296	0	cp	BRD-K64402243	ivachtin	Caspase inhibitor
3297	0	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
3298	0	cp	BRD-K74195153	irsogladine	Phosphodiesterase inhibitor
3299	0	cp	BRD-K51918615	iodophenpropit	Histamine receptor antagonist
3300	0	cp	BRD-K16444452	ibudilast	Leukotriene receptor antagonist
3301	0	cp	BRD-K06198550	isorotenone	Mitochondrial complex I inhibitor
3302	0	cp	BRD-K37080523	isoreserpine	Vesicular monoamine transporter inhibitor
3303	0	cp	BRD-A26845397	isamoltan	Adrenergic receptor antagonist
3304	0	cp	BRD-K92678294	irilin-a	Isoflavone
3305	0	cp	BRD-K66782112	BRD-K66782112	Histamine receptor antagonist
3306	0	cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist
3307	0	cp	BRD-K40530731	hyoscyamine	Acetylcholine receptor antagonist
3308	0	cp	BRD-K92726801	hydrastinine	Haemostatic agent
3309	0	cp	BRD-A77722753	hydralazine	Vasodilator
3310	0	cp	BRD-K07325606	hispidin	PKC inhibitor
3311	0	cp	BRD-K71003802	hippeastrine	Plant alkaloid
3312	0	cp	BRD-K81709173	halcinonide	Glucocorticoid receptor agonist
3313	0	cp	BRD-A06390036	hydroquinidine	Antiarrhythmic
3314	0	cp	BRD-A25143711	hydrocortisone	Glucocorticoid receptor agonist
3315	0	cp	BRD-A34751532	homosalate	HSP inducer
3316	0	cp	BRD-K81209159	herniarin	Acetylcholinesterase inhibitor
3317	0	cp	BRD-A24429032	HEAT	Adrenergic receptor antagonist
3318	0	cp	BRD-K05434375	HA-1004	Calcium channel blocker
3319	0	cp	BRD-K70577657	H-9	PKA inhibitor
3320	0	cp	BRD-K59256312	gabexate	Serine protease inhibitor
3321	0	cp	BRD-K24240364	GYKI-52466	Glutamate receptor antagonist
3322	0	cp	BRD-K93258693	GW-9662	PPAR receptor antagonist
3323	0	cp	BRD-A72596465	GW-6471	PPAR receptor antagonist
3324	0	cp	BRD-K82983861	GW-0742	PPAR receptor agonist
3325	0	cp	BRD-K67860401	AR-A014418	Glycogen synthase kinase inhibitor
3326	0	cp	BRD-K46441700	GR-55562	Serotonin receptor antagonist
3327	0	cp	BRD-K12120659	GR-144053	Integrin antagonist
3328	0	cp	BRD-K11911061	GR-127935	Serotonin receptor antagonist
3329	0	cp	BRD-K34608650	BRD-K34608650	Cannabinoid receptor agonist
3330	0	cp	BRD-K65285700	BRD-K65285700	Cannabinoid receptor agonist
3331	0	cp	BRD-K11634954	GBR-13069	Dopamine uptake inhibitor
3332	0	cp	BRD-K50135270	GBR-12935	Dopamine uptake inhibitor
3333	0	cp	BRD-K92015269	GBR-12783	Dopamine uptake inhibitor
3334	0	cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor
3335	0	cp	BRD-K28168037	fenretinide	Apoptosis stimulant
3336	0	cp	BRD-K41160163	fenobam	Glutamate receptor antagonist
3337	0	cp	BRD-K08998509	fananserin	Dopamine receptor antagonist
3338	0	cp	BRD-K66944906	fraxidin	Carbonic anhydrase inhibitor
3339	0	cp	BRD-A80641450	FR-139317	Endothelin receptor antagonist
3340	0	cp	BRD-A65449987	flunisolide	Cytochrome P450 inhibitor
3341	0	cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist
3342	0	cp	BRD-K83508485	FK-888	Tachykinin antagonist
3343	0	cp	BRD-K17896185	FIT	Opioid receptor agonist
3344	0	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
3345	0	cp	BRD-K48367671	febuxostat	Xanthine oxidase inhibitor
3346	0	cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins
3347	0	cp	BRD-K81839095	estrone	Estrogen receptor agonist
3348	0	cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor
3349	0	cp	BRD-K86727142	embelin	HCV inhibitor
3350	0	cp	BRD-K46068882	eugenitol	Bacterial quorum sensing inhibitor
3351	0	cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist
3352	0	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
3353	0	cp	BRD-K19360254	ergocornine	Dopamine receptor agonist
3354	0	cp	BRD-K11927976	ER-27319	Mediator release inhibitor
3355	0	cp	BRD-A53131506	epitestosterone	Inactive testosterone analog
3356	0	cp	BRD-K42452249	EO-1428	p38 MAPK inhibitor
3357	0	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
3358	0	cp	BRD-K16233984	eriochrome-black-t	Azo dye
3359	0	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
3360	0	cp	BRD-K73391359	quinisocaine	Local anesthetic
3361	0	cp	BRD-K18619710	digoxigenin	Steroid
3362	0	cp	BRD-K17674993	diflorasone	Corticosteroid agonist
3363	0	cp	BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist
3364	0	cp	BRD-A88282067	delcorine	Antiarrhythmic
3365	0	cp	BRD-K96527333	dehydroisoandosterone	GABA receptor modulator
3366	0	cp	BRD-K33459542	ditolylguanidine	Sigma receptor agonist
3367	0	cp	BRD-K94920105	DR-2313	PARP inhibitor
3368	0	cp	BRD-A27143604	DPN	Estrogen receptor agonist
3369	0	cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor
3370	0	cp	BRD-K12906962	dichlorobenzamil	Sodium/calcium exchange inhibitor
3371	0	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
3372	0	cp	BRD-K61401890	deguelin	NADH-ubiquinone oxidoreductase (Complex I) inhibitor
3373	0	cp	BRD-K31633810	DAU-5884	Acetylcholine receptor antagonist
3374	0	cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor
3375	0	cp	BRD-K26997899	SA-792574	Microtubule inhibitor
3376	0	cp	BRD-K09132007	D-4476	TGF beta receptor inhibitor
3377	0	cp	BRD-A41250306	cyclopenthiazide	Thiazide diuretic
3378	0	cp	BRD-A76093993	cromakalim	Potassium channel activator
3379	0	cp	BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor
3380	0	cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist
3381	0	cp	BRD-K07220430	cinnarizine	Calcium channel blocker
3382	0	cp	BRD-K72816382	cinalukast	Leukotriene receptor antagonist
3383	0	cp	BRD-K18618618	cimetidine	Histamine receptor antagonist
3384	0	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
3385	0	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
3386	0	cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist
3387	0	cp	BRD-K99174507	cardiogenol-c	Cardiomyogenesis inducer
3388	0	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
3389	0	cp	BRD-A30437061	camptothecin	Topoisomerase inhibitor
3390	0	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
3391	0	cp	BRD-A63043573	cabergoline	Dopamine receptor agonist
3392	0	cp	BRD-A71459254	cymarin	ATPase inhibitor
3393	0	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
3394	0	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
3395	0	cp	BRD-K81876028	CP-93129	Serotonin receptor agonist
3396	0	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
3397	0	cp	BRD-K96271548	coumaric-acid	Antioxidant
3398	0	cp	BRD-K00662280	CL-218872	GABA receptor agonist
3399	0	cp	BRD-A93000692	ciglitazone	PPAR receptor agonist
3400	0	cp	BRD-A26032986	zaldaride	Calmodulin antagonist
3401	0	cp	BRD-A89672324	CGP-55845	GABA receptor antagonist
3402	0	cp	BRD-A35623999	CGP-37157	L-type calcium channel blocker
3403	0	cp	BRD-A31575449	CGP-20712	Adrenergic receptor antagonist
3404	0	cp	BRD-A34706053	CGP-12177	Adrenergic receptor agonist
