Rank	Score	Type	ID	Name	Description
1680	0.32	cp	BRD-K55468218	spiperone	Dopamine receptor antagonist
1681	0.32	cp	BRD-K67100011	pivmecillinam	Bacterial cell wall synthesis inhibitor
1682	0.32	cp	BRD-A15415227	GW-1929	PPAR receptor agonist
1683	0.32	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
1684	0.32	cp	BRD-K09255212	clioquinol	Chelating agent
1688	0.32	cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor
1689	0.32	cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor
1690	0.32	cp	BRD-A30205217	ethotoin	Hydantoin antiepileptic
1692	0.3	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
1693	0.29	cp	BRD-K99616396	motesanib	KIT inhibitor
1695	0.28	cp	BRD-K06753942	nobiletin	MEK inhibitor
1696	0.28	cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor
1697	0.28	cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist
1698	0.28	cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor
1699	0.28	cp	BRD-K92015269	GBR-12783	Dopamine uptake inhibitor
1700	0.28	cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor
1701	0.28	cp	BRD-K77947974	fluspirilene	Dopamine receptor antagonist
1702	0.28	cp	BRD-A14966924	alaproclate	Serotonin receptor antagonist
1704	0.28	cp	BRD-K50938287	sumatriptan	Serotonin receptor agonist
1708	0.25	cp	BRD-K70358946	aripiprazole	Serotonin receptor agonist
1709	0.25	cp	BRD-A58955223	sulforaphane	Antineoplastic
1710	0.25	cp	BRD-A44133049	azasetron	Serotonin receptor antagonist
1711	0.25	cp	BRD-K54210043	NS-1619	Calcium channel activator
1712	0.25	cp	BRD-K96084870	DMBI	PDGFR receptor inhibitor
1713	0.25	cp	BRD-K06388322	pramipexole	Dopamine receptor agonist
1714	0.25	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
1715	0.25	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
1716	0.24	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
1720	0.22	cp	BRD-A24817035	laudanosine	Central nervous system agent
1721	0.21	cp	BRD-K39621635	artemether	Antimalarial
1722	0.21	cp	BRD-K00603606	ticlopidine	Purinergic receptor antagonist
1723	0.21	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
1724	0.21	cp	BRD-A83326220	brazilin	Nitric oxide production inhibitor
1725	0.21	cp	BRD-K62929068	6-benzylaminopurine	Purinergic receptor activator
1726	0.21	cp	BRD-K08806317	timolol	Adrenergic receptor antagonist
1727	0.21	cp	BRD-K14888893	minoxidil	KATP activator
1731	0.18	cp	BRD-K04414442	SB-222200	Tachykinin antagonist
1732	0.18	cp	BRD-K32696739	noreleagnine	Monoamine oxidase inhibitor
1733	0.18	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
1734	0.18	cp	BRD-K23335153	AMN-082	Glutamate receptor modulator
1735	0.18	cp	BRD-K21667562	AM-404	Cyclooxygenase inhibitor
1736	0.18	cp	BRD-K66353228	zoxazolamine	Myorelaxant
1737	0.18	cp	BRD-K47936004	piribedil	Dopamine receptor agonist
1738	0.18	cp	BRD-K97158071	droperidol	Dopamine receptor antagonist
1739	0.18	cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist
1740	0.18	cp	BRD-K81473089	tacrine	Acetylcholinesterase inhibitor
1741	0.18	cp	BRD-A45889380	mepacrine	Cytokine production inhibitor
1744	0.14	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
1746	0.14	cp	BRD-K30563334	rifabutin	Protein synthesis inhibitor
1747	0.14	cp	BRD-K11540476	EMF-BCA1-64	Caspase inhibitor
1748	0.14	cp	BRD-K00615600	AG-14361	PARP inhibitor
1749	0.14	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
1750	0.14	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
1751	0.14	cp	BRD-K74195153	irsogladine	Phosphodiesterase inhibitor
1752	0.14	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
1753	0.14	cp	BRD-K06712146	YM-90709	IL5 inhibitor
1754	0.14	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
1755	0.14	cp	BRD-K92760278	riboflavin	Vitamin B
1756	0.14	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
1757	0.14	cp	BRD-A57382968	piroxicam	Cyclooxygenase inhibitor
1758	0.14	cp	BRD-A94669766	naringenin	Aromatase inhibitor
1759	0.14	cp	BRD-K64245000	GW-4064	FXR agonist
1760	0.14	cp	BRD-K70301876	escitalopram	Selective serotonin reuptake inhibitor (SSRI)
1761	0.14	cp	BRD-A26095496	clobetasol	Glucocorticoid receptor agonist
1762	0.14	cp	BRD-K49049886	CGS-15943	Adenosine receptor antagonist
1764	0.14	cp	BRD-K67261995	adipiodone	Contrast agent
1765	0.14	cp	BRD-A44090213	indoprofen	Cyclooxygenase inhibitor
1766	0.14	cp	BRD-K10995081	perphenazine	Dopamine receptor antagonist
1767	0.14	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
1768	0.14	cp	BRD-K72703948	ZM-447439	Aurora kinase inhibitor
1770	0.13	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
1771	0.12	cp	BRD-K81169441	cerivastatin	HMGCR inhibitor
1772	0.12	cp	BRD-K72034655	peucedanin	Apoptosis stimulant
1777	0.11	cp	BRD-K62965247	tipifarnib-P2	farnesyltransferase inhibitor
1778	0.11	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
1779	0.11	cp	BRD-A54880345	etomidate	GABA receptor modulator
1780	0.11	cp	BRD-K97810537	beclometasone	Glucocorticoid receptor agonist
1781	0.11	cp	BRD-K02265150	amoxapine	Norepinephrine reuptake inhibitor
1782	0.11	cp	BRD-A01320529	salmeterol	Adrenergic receptor agonist
1785	0.1	cp	BRD-K73109821	diazoxide	Potassium channel activator
1791	0.07	cp	BRD-K82357231	desloratadine	Histamine receptor antagonist
1792	0.07	cp	BRD-K21283037	riluzole	Glutamate inhibitor
1793	0.07	cp	BRD-K15567136	papaverine	Phosphodiesterase inhibitor
1794	0.07	cp	BRD-K18816859	L-694247	Serotonin receptor agonist
1795	0.07	cp	BRD-K10705233	GW-405833	Cannabinoid receptor agonist
1796	0.07	cp	BRD-K72676686	fluvoxamine	Selective serotonin reuptake inhibitor (SSRI)
1797	0.07	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
1798	0.07	cp	BRD-K13544237	r(-)-propylnorapomorphine	Dopamine receptor agonist
1799	0.07	cp	BRD-K42098891	protriptyline	Tricyclic antidepressant
1800	0.07	cp	BRD-K75958195	pizotifen	Serotonin receptor antagonist
1801	0.07	cp	BRD-A93206962	L-755507	Adrenergic receptor agonist
1802	0.07	cp	BRD-K33308633	INCA-6	Calcineurin inhibitor
1803	0.07	cp	BRD-K39746403	erythromycin	NFkB pathway inhibitor
1804	0.07	cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor
1805	0.07	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
1806	0.07	cp	BRD-K91290917	amodiaquine	Histamine receptor agonist
1807	0.07	cp	BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
1808	0.07	cp	BRD-K67043667	altretamine	DNA synthesis inhibitor
1809	0.07	cp	BRD-K12994359	valdecoxib	Cyclooxygenase inhibitor
1810	0.06	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
1811	0.06	cp	BRD-K79404599	enzastaurin	PKC inhibitor
1812	0.06	cp	BRD-K41895714	AS-605240	PI3K inhibitor
1818	0.05	cp	BRD-A26334849	propafenone	Antiarrhythmic
1819	0.05	cp	BRD-K67017579	cilostazol	Phosphodiesterase inhibitor
1820	0.04	cp	BRD-K24132293	piperlongumine	Glutathione transferase inhibitor
1821	0.04	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
1822	0.04	cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist
1823	0.04	cp	BRD-A39390670	rabeprazole	ATPase inhibitor
1824	0.04	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
1825	0.04	cp	BRD-K60762818	desipramine	Tricyclic antidepressant
1829	0.03	cp	BRD-K62374253	rufloxacin	Bacterial DNA gyrase inhibitor
1830	0.03	cp	BRD-A39172021	ampiroxicam	Cyclooxygenase inhibitor
1831	0.03	cp	BRD-K32107296	temozolomide	DNA alkylating agent
1832	0.03	cp	BRD-K23383398	T-0901317	LXR agonist
1833	0.03	cp	BRD-K04010869	prostaglandin-a1	HSP inducer
1834	0.03	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
1835	0.03	cp	BRD-K18779551	bifemelane	Acetylcholine release stimulant
1836	0.03	cp	BRD-K17561142	amiodarone	Potassium channel blocker
1837	0.03	cp	BRD-K55127134	fluphenazine	Dopamine receptor antagonist
1838	0.03	cp	BRD-K32247306	primidone	GABA receptor antagonist
1839	0.03	cp	BRD-K89839824	raltitrexed	Thymidylate synthase inhibitor
1840	0.03	cp	BRD-A09533288	verapamil	Calcium channel blocker
1841	0.03	cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor
1842	0.03	cp	BRD-K68143200	SA-792541	CDC inhibitor
1843	0.03	cp	BRD-K20755323	SA-792728	Sphingosine kinase inhibitor
1844	0.03	cp	BRD-K38436528	imipramine	Norepinephrine reuptake inhibitor
1849	0.02	cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
1850	0.02	cp	BRD-K76908866	CP-724714	EGFR inhibitor
1851	0.02	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
1852	0.02	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
1853	0.02	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
1854	0.02	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
1855	0.02	cp	BRD-A22380646	pantoprazole	ATPase inhibitor
1856	0.02	cp	BRD-K68867920	quetiapine	Dopamine receptor antagonist
1857	0.02	cp	BRD-K06980535	promazine	Dopamine receptor antagonist
1858	0.02	cp	BRD-K19352500	prochlorperazine	Dopamine receptor antagonist
1859	0.02	cp	BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor
1860	0.02	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
1861	0.02	cp	BRD-A97437073	rosiglitazone	Insulin sensitizer
1862	0.02	cp	BRD-K01292756	pimozide	Dopamine receptor antagonist
1863	0.02	cp	BRD-K88789588	letrozole	Aromatase inhibitor
1864	0.02	cp	BRD-A95869247	indapamide	Thiazide diuretic
1889	0.01	cp	BRD-K32501161	vanoxerine	Dopamine uptake inhibitor
1890	0.01	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
1891	0.01	cp	BRD-K69600043	thiethylperazine	Dopamine receptor antagonist
1892	0.01	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
1893	0.01	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
1894	0.01	cp	BRD-K91699951	benzonatate	Local anesthetic
1895	0.01	cp	BRD-K92723993	imatinib	BCR-ABL kinase inhibitor
1948	0	cp	BRD-K10466330	AVA	Nucleophosmin inhibitor
1949	0	cp	BRD-K75295174	alisertib	Aurora kinase inhibitor
1950	0	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
1951	0	cp	BRD-K79877282	PF-543	Sphingosine kinase inhibitor
1952	0	cp	BRD-K61691971	avrainvillamide-analog-1	nucleophosmin inhibitor
1953	0	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
1954	0	cp	BRD-K68488863	ENMD-2076	FLT3 inhibitor
1955	0	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
2734	0	cp	BRD-K59773493	benzohydroxamic-acid	Antifungal
2735	0	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
2736	0	cp	BRD-A15493168	tetracycline	Bacterial 30S ribosomal subunit inhibitor
2737	0	cp	BRD-K86873305	piperacillin	Bacterial cell wall synthesis inhibitor
2738	0	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
2739	0	cp	BRD-K94070024	depomedrol	Glucocorticoid receptor agonist
2740	0	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
2741	0	cp	BRD-M41783010	acamprosate	Glutamate receptor antagonist
2742	0	cp	BRD-K91145395	prostratin	PKC activator
2743	0	cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer
2744	0	cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent
2745	0	cp	BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor
2746	0	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
2747	0	cp	BRD-K63784565	BRD-K63784565	Topoisomerase inhibitor
2748	0	cp	BRD-K60690191	MPEP	Glutamate receptor antagonist
2749	0	cp	BRD-K56450366	NSC-94258	Antineoplastic
2750	0	cp	BRD-K50384076	7,4'-dihydroxyflavone	Opioid receptor antagonist
2751	0	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
2752	0	cp	BRD-K17953061	staurosporine	PKC inhibitor
2753	0	cp	BRD-K06817181	BRD-K06817181	JAK inhibitor
2754	0	cp	BRD-K06750613	GSK-1059615	PI3K inhibitor
2755	0	cp	BRD-K04466929	Merck60	HDAC inhibitor
2756	0	cp	BRD-A95696820	acadesine	AMPK activator
2757	0	cp	BRD-A87125127	3-matida	Glutamate receptor antagonist
2758	0	cp	BRD-A80928489	1-monopalmitin	P-glycoprotein inhibitor
2759	0	cp	BRD-A29731977	17-hydroxyprogesterone-caproate	progesterone receptor agonist
2760	0	cp	BRD-A15914070	4-hydroxy-2-nonenal	Cytotoxic lipid peroxidation product
2761	0	cp	BRD-A14985772	ascorbyl-palmitate	antioxidant
2762	0	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
2763	0	cp	BRD-A98283014	calmidazolium	Calcium channel blocker
2764	0	cp	BRD-K29582115	ziprasidone	Dopamine receptor antagonist
2765	0	cp	BRD-K77390737	xanthohumol	ATPase inhibitor
2766	0	cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor
2767	0	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
2768	0	cp	BRD-K66956375	oleoylethanolamide	Cannabinoid receptor agonist
2769	0	cp	BRD-K07736136	VX-702	p38 MAPK inhibitor
2770	0	cp	BRD-K37130656	rivaroxaban	Coagulation inhibitor
2771	0	cp	BRD-K70511574	sunitinib	PLK inhibitor
2772	0	cp	BRD-K81783531	VX-222	HCV inhibitor
2773	0	cp	BRD-K89014967	AS-703026	MEK inhibitor
2774	0	cp	BRD-K91696562	orantinib	FGFR inhibitor
2775	0	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
2776	0	cp	BRD-K99498722	NPI-2358	Tubulin inhibitor
2777	0	cp	BRD-K83837640	JNJ-26854165	HDAC inhibitor
2778	0	cp	BRD-A41692738	TGX-221	PI3K inhibitor
2779	0	cp	BRD-K16485616	mocetinostat	HDAC inhibitor
2780	0	cp	BRD-K95901403	XL-147	PI3K inhibitor
2781	0	cp	BRD-K67578145	GDC-0879	RAF inhibitor
2782	0	cp	BRD-K71035033	masitinib	KIT inhibitor
2783	0	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
2784	0	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
2785	0	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
2786	0	cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor
2787	0	cp	BRD-A67748489	K3644	Kinesin-like spindle protein inhibitor
2788	0	cp	BRD-K78431006	crizotinib	ALK inhibitor
2789	0	cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor
2790	0	cp	BRD-K05804044	AZ-628	RAF inhibitor
2791	0	cp	BRD-K64800655	PHA-793887	CDK inhibitor
2792	0	cp	BRD-K01253243	SB-590885	RAF inhibitor
2793	0	cp	BRD-K13566078	BMS-345541	IKK inhibitor
2794	0	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
2795	0	cp	BRD-K52751261	TAK-715	p38 MAPK inhibitor
2796	0	cp	BRD-K81528515	nilotinib	ABL inhibitor
2797	0	cp	BRD-A39646320	HC-toxin	HDAC inhibitor
2798	0	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
2799	0	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
2800	0	cp	BRD-K26674531	GR-235	Estrogen receptor agonist
2801	0	cp	BRD-A36707673	hydroxycholesterol	LXR agonist
2802	0	cp	BRD-K37846922	3,3'-diindolylmethane	CHK inhibitor
2803	0	cp	BRD-K98684188	GSK-0660	PPAR receptor antagonist
2804	0	cp	BRD-U01690642	acetyl-geranyl-cysteine	Isoprenylated protein methylation inhibitor
2805	0	cp	BRD-K75181824	acetyl-geranygeranyl-cysteine	Inhibitor of methyl esterification of geranylgeranylated proteins
2806	0	cp	BRD-K50720187	flupirtine	Glutamate receptor antagonist
2807	0	cp	BRD-U08759356	EI-346-erlotinib-analog	EGFR inhibitor
2808	0	cp	BRD-K08115555	tyrphostin-AG-1288	TNF production inhibitor
2809	0	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
2810	0	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
2811	0	cp	BRD-A74904029	EI-231	Casein kinase inhibitor
2812	0	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
2813	0	cp	BRD-A55756846	H-7	PKA inhibitor
2814	0	cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor
2815	0	cp	BRD-K77625572	etomoxir	Carnitine palmitoyltransferase inhibitor
2816	0	cp	BRD-K13087974	4,5-dianilinophthalimide	EGFR inhibitor
2817	0	cp	BRD-K35128472	2-aminopurine	Serine/threonine kinase inhibitor
2818	0	cp	BRD-K32610195	androstenedione	Cytochrome P450 inhibitor
2819	0	cp	BRD-K20986251	lithocholic-acid	FXR antagonist
2820	0	cp	BRD-K30743633	TCPOBOP	CAR agonist
2821	0	cp	BRD-K33572481	taurodeoxycholic-acid	Bile acid
2822	0	cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor
2823	0	cp	BRD-K43164539	cholic-acid	Bile acid
2824	0	cp	BRD-K65331431	retinyl	vitamin analog
2825	0	cp	BRD-K73982490	BI-78D3	JNK inhibitor
2826	0	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
2827	0	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
2828	0	cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist
2829	0	cp	BRD-A59808129	guggulsterone	Cholesterol inhibitor
2830	0	cp	BRD-K05977823	tenovins	SIRT inhibitor
2831	0	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
2832	0	cp	BRD-A80960055	celastrol	Anti-inflammatory
2833	0	cp	BRD-K04923131	GSK-3-inhibitor-IX	Glycogen synthase kinase inhibitor
2834	0	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
2835	0	cp	BRD-A80574334	oxalomalic-acid	Isocitrate dehydrogenase inhibitor
2836	0	cp	BRD-K22631935	neurodazine	Neurogenesis of non-pluripotent C2C12 myoblast inducer
2837	0	cp	BRD-K88551539	CAY-10585	HIF modulator
2838	0	cp	BRD-K63915849	AS-604850	PI3K inhibitor
2839	0	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
2840	0	cp	BRD-U86922168	QL-XII-47	BTK inhibitor
2841	0	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
2842	0	cp	BRD-U51951544	ZG-10	JNK inhibitor
2843	0	cp	BRD-U25771771	WZ-4-145	EGFR inhibitor
2844	0	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
2845	0	cp	BRD-K72420232	WZ-4002	EGFR inhibitor
2846	0	cp	BRD-K56957086	dacinostat	HDAC inhibitor
2847	0	cp	BRD-K38615104	A-443644	AKT inhibitor
2848	0	cp	BRD-K19220233	JNK-9L	JNK inhibitor
2849	0	cp	BRD-K01436366	XMD-1150	Leucine rich repeat kinase inhibitor
2850	0	cp	BRD-A60245366	AS-601245	JNK inhibitor
2851	0	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
2852	0	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
2853	0	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
2854	0	cp	BRD-K89125793	tinidazole	Antiprotozoal
2855	0	cp	BRD-K10467831	tibolone	Androgen receptor agonist
2856	0	cp	BRD-K60160658	tiagabine	GABA uptake inhibitor
2857	0	cp	BRD-K21806131	tegaserod	Serotonin receptor partial agonist
2858	0	cp	BRD-K44094599	tacrolimus	Calcineurin inhibitor
2859	0	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
2860	0	cp	BRD-A72441487	stiripentol	GABA uptake inhibitor
2861	0	cp	BRD-A56245458	reichstein	Androgen receptor antagonist
2862	0	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
2863	0	cp	BRD-K43236057	piceid	ICAM1 inhibitor
2864	0	cp	BRD-A37052580	physostigmine	Acetylcholinesterase inhibitor
2865	0	cp	BRD-K22009844	phenprobamate	Muscle relaxant
2866	0	cp	BRD-K55034111	pefloxacin	Bacterial DNA gyrase inhibitor
2867	0	cp	BRD-K13800121	parecoxib	Cyclooxygenase inhibitor
2868	0	cp	BRD-K08924299	palonosetron	Serotonin receptor antagonist
2869	0	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
2870	0	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
2871	0	cp	BRD-K83144676	olmesartan	Angiotensin antagonist
2872	0	cp	BRD-A12560204	nitrendipine	Calcium channel blocker
2873	0	cp	BRD-K57930253	nitrazepam	Benzodiazepine receptor agonist
2874	0	cp	BRD-K32311154	nifekalant	Potassium channel blocker
2875	0	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
2876	0	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
2877	0	cp	BRD-K44779798	miglitol	Glucosidase inhibitor
2878	0	cp	BRD-K52020312	metronidazole	DNA inhibitor
2879	0	cp	BRD-K88679075	methandriol	Androgenic steroid
2880	0	cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor
2881	0	cp	BRD-K09471561	levofloxacin	Bacterial DNA gyrase inhibitor
2882	0	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
2883	0	cp	BRD-A52282606	lacidipine	Calcium channel blocker
2884	0	cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
2885	0	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
2886	0	cp	BRD-K37516142	idebenone	Calcium channel modulator
2887	0	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
2888	0	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
2889	0	cp	BRD-K59570838	homoveratrylamine	Dopamine analog
2890	0	cp	BRD-K10860596	granisetron	Serotonin receptor antagonist
2891	0	cp	BRD-K28029915	dolasetron	Serotonin receptor antagonist
2892	0	cp	BRD-K51730347	diphencyprone	Immunostimulant
2893	0	cp	BRD-K41903098	diphenoxylate	Opioid receptor agonist
2894	0	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
2895	0	cp	BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist
2896	0	cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist
2897	0	cp	BRD-K52735702	cefdinir	Bacterial cell wall synthesis inhibitor
2898	0	cp	BRD-K20338176	cefaclor	Bacterial cell wall synthesis inhibitor
2899	0	cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist
2900	0	cp	BRD-A35519318	benidipine	Calcium channel blocker
2901	0	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
2902	0	cp	BRD-A48261811	argatroban	Thrombin inhibitor
2903	0	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
2904	0	cp	BRD-A64297288	amlodipine	Calcium channel blocker
2905	0	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
2906	0	cp	BRD-A59985574	topotecan	Topoisomerase inhibitor
2907	0	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
2908	0	cp	BRD-K56334280	amonafide	Topoisomerase inhibitor
2909	0	cp	BRD-K48935217	epothilone	Microtubule inhibitor
2910	0	cp	BRD-K11636097	JNJ-7706621	CDK inhibitor
2911	0	cp	BRD-K51967704	BIIB021	HSP inhibitor
2912	0	cp	BRD-K61192372	capecitabine	DNA synthesis inhibitor
2913	0	cp	BRD-K63923597	barasertib	Aurora kinase inhibitor
2914	0	cp	BRD-K82164249	andarine	Androgen receptor modulator
2915	0	cp	BRD-K24681473	YM-155	Survivin inhibitor
2916	0	cp	BRD-K04833372	GSK-1904529A	IGF-1 inhibitor
2917	0	cp	BRD-K15600710	obatoclax	BCL inhibitor
2918	0	cp	BRD-M07438658	lapatinib	EGFR inhibitor
2919	0	cp	BRD-K66175015	afatinib	EGFR inhibitor
2920	0	cp	BRD-K49810818	sorafenib	FLT3 inhibitor
2921	0	cp	BRD-K28120222	parthenolide	NFkB pathway inhibitor
2922	0	cp	BRD-A77050075	heraclenol	Vitamin K antagonist
2923	0	cp	BRD-K13390322	AT-7519	CDK inhibitor
2924	0	cp	BRD-K79090631	CGP-60474	CDK inhibitor
2925	0	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
2926	0	cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor
2927	0	cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
2928	0	cp	BRD-K29359156	ebselen	H+/K+-ATPase inhibitor
2929	0	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
2930	0	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
2931	0	cp	BRD-A74771556	nikkomycin	Chitin inhibitor
2932	0	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
2933	0	cp	BRD-K89626439	sirolimus	MTOR inhibitor
2934	0	cp	BRD-K82143716	flucytosine	Antifungal
2935	0	cp	BRD-K06878038	deferiprone	Chelating agent
2936	0	cp	BRD-K61993165	niacin	NAD precursor with lipid lowering effects
2937	0	cp	BRD-A67438293	treprostinil	Prostacyclin analog
2938	0	cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor
2939	0	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
2940	0	cp	BRD-K32795028	1-benzylimidazole	Thromboxane synthase inhibitor
2941	0	cp	BRD-U82589721	HG-5-113-01	Protein kinase inhibitor
2942	0	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
2943	0	cp	BRD-U37049823	HG-6-64-01	RAF inhibitor
2944	0	cp	BRD-K72264770	QW-BI-011	Histone lysine methyltransferase inhibitor
2945	0	cp	BRD-K65910366	KUC103904N	-666
2946	0	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
2947	0	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
2948	0	cp	BRD-K34508425	KUC103898N	-666
2949	0	cp	BRD-K22828899	TUL-XXI039	Serine/threonine kinase inhibitor
2950	0	cp	BRD-A71009679	KUC103420N	-666
2951	0	cp	BRD-K94144010	cotinine	Nicotine metabolite
2952	0	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
2953	0	cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist
2954	0	cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist
2955	0	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
